,Label,size_ratio,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle
0,Hi,0.7751004016064257,0.41119105734721106,-1.3052213256109326,0.33827239258754443,1.4673928644049707,0.2765749496443611,1.0146300966744437,0.27388427201728527,0.5622848023425469,0.3143743536882851,0.20333608402827572,0.07683932662295408,0.9025069079643125,0.14340234216370132,-1.0873493252276976,0.2590429975104403,-1.2722973952087173,0.35952669698344897,-1.3301002927316525,0.08092662348022016,-0.7298996581517315,0.1526920477986892,1.209592571301215,0.2833587680587426,1.401964424783776,0.39610191294767316,1.4583691959647065,0.18467753910771503,-0.5020901990219941,0.20472996283548642,0.5191461142465229,0.2979358036105226,0.891063745497304,0.38662786799756504,1.0557235097761148,0.2917850905081018,-0.5366881743039253,0.28913141878733073,-0.043927767076889834,0.3134917512242425,0.2769088393177584,0.3511908492464723,0.5202671900100465
1,Hi,0.796,0.40540949954657224,-1.3052213256109326,0.29697976601169024,1.4333701812979533,0.21024112360699856,0.7748722363657229,0.22587188740302694,0.06933313368820859,0.32258893855027393,-0.24497866312686414,0.03129572393643916,-0.9272952180016122,0.1739377934229433,-1.4263547484202526,0.2744404811478745,-1.445026906034369,0.3653030158322906,-1.459193032109508,0.08426631557815453,0.3805063771123649,0.20438288250365497,1.1276937718274906,0.3060747400650874,1.2910921743312658,0.39834182904850507,1.381104774772516,0.17238234740150832,0.05449145624073119,0.2396525105740158,0.711459125739508,0.3274256693905016,0.948324622247821,0.40728952990208717,1.1002759737729202,0.2665102396867809,-0.16514867741462683,0.30306802328234983,0.2825549524695875,0.35480297763237256,0.526804607839056,0.4104037758638416,0.7152432144291796
2,Hi,0.7014925373134329,0.4208385747549666,-1.3363806510710858,0.3262233790559765,1.4487642084418977,0.23094764982628996,0.9167136023805363,0.2282654288362379,0.27094685033842053,0.28876131914206665,-0.10598435798959989,0.02223849392659093,0.27829965900511133,0.16669776757695,-1.330262078848992,0.2767827472241425,-1.382058559274763,0.3746327952316289,-1.4069881311510957,0.07032429253984869,0.04345089539153084,0.19456733972194196,1.1844591119735823,0.3111740307227415,1.332960399337446,0.415314567415393,1.4008109277259575,0.15769431746428128,-0.1555948279770297,0.22332703077645014,0.698240888843165,0.31686449060221056,0.9774461806381785,0.4084729846121498,1.1138375812477632,0.2511543965467212,-0.3217505543966422,0.2707842805721128,0.1929708099655697,0.3142029591714647,0.4636476090008061,0.3654412778552333,0.6669082042393105
3,Hi,0.7303370786516854,0.41668724906625776,-1.3363806510710858,0.3253335006959517,1.4683524732877722,0.228669486727698,0.9167136023805363,0.22892937257696552,0.26741079718387356,0.29826817153935414,-0.11177704153447879,0.01628775041617109,0.3805063771123649,0.1673103547793754,-1.3521273809209546,0.2729821876053515,-1.4038261577699678,0.36746839882133553,-1.4137665508231647,0.06956486439850908,-0.0,0.19435000150234105,1.2047398109474783,0.3096888811420064,1.3542460218188075,0.40773258460480155,1.4068671609708354,0.15718981361072062,-0.1936219928559454,0.22112404061475893,0.698240888843165,0.3104706828909536,0.9584741945673013,0.39769217331079404,1.0969449903001363,0.25065550668669834,-0.3446473156180262,0.2729821876053515,0.16697016902492895,0.3139137068065074,0.4377913036415464,0.3653712728241524,0.6385342622197835
4,Hi,0.6863468634686347,0.4250633382309063,-1.3397056595989996,0.3128332150749081,1.4440287916935346,0.21667228551401324,0.9048270894157868,0.21185554428206077,0.21711131473490516,0.28528719472196595,-0.1283232276857948,0.02040891885035494,-0.4636476090008061,0.16829625624934552,-1.3521273809209546,0.2741015648523943,-1.4147714837938452,0.3687311750481776,-1.4300661328046713,0.07314382390182231,0.29544083714372,0.20404383031018924,1.2207514385497507,0.3144857744503058,1.3563246280466572,0.41520433833975584,1.423717971406494,0.14907671766245698,-0.0,0.22614129932598737,0.7378150601204649,0.3138965734185837,0.9854818888152165,0.3986913624865209,1.1207997469048485,0.23396688989585052,-0.22290023232837575,0.2634253085325823,0.24497866312686414,0.30620936201403776,0.48586617432752516,0.35969653980528077,0.6654941780324244
5,Hi,0.7192307692307692,0.41803188354022996,-1.3294408362194927,0.3296487692804958,1.4664151738445663,0.2273159313303109,0.9218007677983957,0.2188594590157146,0.24497866312686414,0.29485012934948557,-0.09545371433271414,0.022078875038970564,-0.1418970546041639,0.1711646898501186,-1.312544106983858,0.27258246847073436,-1.3981148351768913,0.36253754847134667,-1.432553336317168,0.0662366251169117,0.1418970546041639,0.19451977595661163,1.243969673864956,0.30924615359853247,1.367460242766621,0.4111771845155931,1.410641365672831,0.1475820449209043,-0.10598435798959989,0.22118581310500654,0.7254700082762404,0.3100490441412993,0.9716210038085897,0.39518102557682083,1.103615163596229,0.24105440336154016,-0.28897540999256643,0.2676010661539179,0.19968388537510157,0.31000187284846226,0.45914313496223824,0.3634507427353474,0.6452193201608383
6,Hi,0.71484375,0.4177819794799523,-1.340576739518053,0.3330639322016159,1.446441332248135,0.22882420112710813,0.9134072220706452,0.21889996032006087,0.23441567572381078,0.2944406204482613,-0.11900029338277994,0.025422459342686495,0.0,0.168932672734414,-1.2847448850775784,0.27173505369981266,-1.382574821490126,0.3636194942266865,-1.4128314338464172,0.061126346156099944,0.15660187698201536,0.19298476733704997,1.2698760924344716,0.31098705965832496,1.3754047722783236,0.4112161383583479,1.423434845706245,0.14426685700042338,-0.13255153229667402,0.2182531460221097,0.7338973524462228,0.3067201545690862,0.9770466600841254,0.39366351993491033,1.1107588104140904,0.2362075176964294,-0.300477168372581,0.2654943515298755,0.1927007586623856,0.31124672951645327,0.4545154427813953,0.3629106158855701,0.6487550009063612
7,Hi,0.664,0.42760003196015617,-1.342829254973389,0.34405056533525197,1.415201498817867,0.24407794414449308,0.8917910180963524,0.21180409673348805,0.22208190190548016,0.2810610108471541,-0.1787930548029214,0.03348916817162258,0.09966865249116204,0.17283027200877144,-1.2368512549500026,0.280487557594548,-1.3431070070262408,0.37644630925818434,-1.3838170568759856,0.05703973296029647,0.11710874456686428,0.19235176239761426,1.3258176636680326,0.31339538156473595,1.4213806168784289,0.41914147629648196,1.4592611427210358,0.14137737900368091,-0.1418970546041639,0.21443530441118125,0.7744095947147147,0.3080347458276658,1.0248110212891584,0.3982338641246707,1.1483239344091811,0.23397374857398906,-0.3037344858425869,0.2595129748177979,0.22006170263356514,0.3055917822685493,0.4880330181735247,0.35967200519247977,0.6935520371327109
8,Hi,0.6491935483870968,0.4299350557123686,-1.3487144248894165,0.3453353523406027,1.4233591626669586,0.2408639487496279,0.9048270894157868,0.20837484097040693,0.22923193327699534,0.27860512889009453,-0.18311081726248413,0.034490449084738146,0.19739555984988078,0.1690356844725611,-1.223734723255406,0.27889237190065846,-1.3258176636680326,0.37542464756516464,-1.3804677871029896,0.0541130685894333,-0.0,0.18456295128062966,1.330262078848992,0.31043246560108806,1.43968467831235,0.4213354858660563,1.4743225516123097,0.1406712125795932,-0.16910122600137706,0.20807270896536456,0.7739044166824178,0.303350841294245,1.0322888700833237,0.39525350852622126,1.1569160185441572,0.2342432250372173,-0.3080527810237764,0.2560561848553712,0.21293834957939717,0.2996137061134712,0.4939413689195812,0.3551009071730076,0.7044940642422177
9,Hi,0.654320987654321,0.4326308511168345,-1.3296786483434282,0.34771535005322224,1.4317003853128254,0.241049918982029,0.9272952180016122,0.20629831416339103,0.25307565216460226,0.27909919301191605,-0.16109190453758052,0.029421877294156327,0.3587706702705722,0.16557808853618455,-1.2753554896511767,0.2741912419958752,-1.368474698416593,0.3730834657048039,-1.4132347572092376,0.06207984591686756,-0.05549850524571683,0.1863668375178593,1.2899586021736937,0.3102463800221535,1.4147714837938452,0.4194517379447134,1.4556060451022126,0.1472302486462863,-0.18822150530477075,0.2096339692023206,0.7389200320464454,0.30771340084045845,1.0169419343230988,0.3992908453458989,1.153447653734414,0.24283885666168653,-0.31726627952182623,0.2607126119888363,0.21293834957939717,0.3020346827812182,0.49934672168013006,0.3589416171869687,0.7107074345756492
