,Label,size_ratio,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle
0,Come,0.8,0.41831707582557787,-1.2036224929766774,0.3323275826164614,1.4621351109543088,0.2853648668467802,0.85988695361133,0.28894580988596574,0.36120375549368167,0.3125784646766201,-0.03844259002118799,0.0940194628920586,0.4636476090008061,0.1870770835389852,-0.8308214428190254,0.2884459032660766,-1.0232340908548991,0.37347853666225667,-1.0855693342275603,0.056984399806707095,-0.3217505543966422,0.17676393854429867,1.4000611153196139,0.30039421830410207,1.550798992821746,0.39048060724279654,-1.5554129250143014,0.1877508904976673,-0.1283232276857948,0.23395240501147,0.7309067071567171,0.31522212443405295,1.0303768265243125,0.3904344047215152,1.1760052070951352,0.30516078677849634,-0.17809293823119754,0.3250831127005565,0.2808377246212028,0.35849382650162176,0.5461665634337877,0.396122423570275,0.7102710074866863
1,Come,0.7518796992481203,0.42379477110698793,-1.2535300472730704,0.30179977069688146,1.3499675570655483,0.2567306963313939,0.56852454773104,0.2827073315271755,-0.0425275346197842,0.33594747030773797,-0.4636476090008061,0.08604453558526917,-0.21109333322274654,0.20556032479695466,-0.9097531579442097,0.3041243218877951,-1.0541011880326194,0.3870488114912585,-1.1210367137250576,0.0638830416736011,0.851966327173272,0.19913497065552138,1.4801364395941514,0.3004805521908777,1.570796,0.3913636633520125,-1.5093353709121307,0.17674796331711276,0.31099828060554097,0.24403757017467412,0.9075933340888034,0.33379048190481636,1.1635404787200498,0.4111206495939093,1.3045442776439713,0.2954504729703491,0.08145204430587097,0.3414918842308815,0.49513326346840414,0.39131752013858184,0.7419472680059175,0.4448736095127436,0.9002747688143474
2,Come,0.7593984962406015,0.4170101369087925,-1.2944690518198314,0.33841000843858315,1.338692488719741,0.30088908531829256,0.7431697612844465,0.2904602497537048,0.24997862146082245,0.3111988869215734,-0.1936219928559454,0.09747622008230827,0.18534794999569476,0.19058137920875562,-0.8076167287241673,0.27570438489853,-0.9707461133931431,0.35130244779151454,-1.0537643743033551,0.03491525364727422,0.5404195002705842,0.19198721123895618,1.5083775167989393,0.2994557031992522,-1.550798992821746,0.3899508569676016,-1.5093353709121307,0.1626686729749878,0.11065722117389563,0.24315660479780216,0.9075933340888034,0.33500239479404964,1.1471274049173805,0.4129492349364944,1.2765617616837088,0.2820048086171297,-0.06374331253268707,0.3270959390096443,0.41450687458478597,0.37970190795258396,0.6624262938331512,0.42374823566405234,0.8253768505207383
3,Come,0.7226277372262774,0.4341882379467442,-1.2231894670389947,0.27711701443972114,1.2895641248766014,0.23819705475056696,0.2510026866430346,0.31859861150633206,-0.3805063771123649,0.38925900905284955,-0.7531512809621944,0.0853250491837005,-0.5880026035475675,0.21445815352879627,-1.1441688336680205,0.31644905909221793,-1.2076493168487203,0.4120175820573635,-1.2036224929766774,0.08874341535961125,0.9272952180016122,0.21240822927276884,1.346085158380254,0.31445181506424774,1.4954674359665565,0.4029989086908553,-1.512040504079174,0.18567908831150537,0.3923401442155158,0.2643832349540081,0.8645972343668997,0.3466424787160433,1.0918827282473107,0.4154017668852608,1.2670618409523098,0.28698278337889505,0.14481249823893905,0.33178382122279754,0.5434775947130435,0.4016939978433773,0.7645678433612312,0.4602885978162657,0.9221538751283528
4,Come,0.6971830985915493,0.4348416590897119,-1.2322406318832124,0.27058964358307735,1.2895641248766014,0.24138761217012372,0.3671738338182192,0.2999527188949973,-0.2730087030867106,0.36540722878726917,-0.6846171643127805,0.11437626028625833,-0.7853981633974483,0.24290362121095885,-1.1284221038181517,0.33684671587384396,-1.1839206090638685,0.42596363599379455,-1.2104383562701035,0.11156995936094882,1.1999050379822342,0.233660073329141,1.4219063791853994,0.3297375441003358,1.5182132651839548,0.4105239963878018,-1.5285679246818946,0.1892311897751381,0.5456550545269917,0.26598723166468613,0.9707461133931431,0.3466605483636075,1.1593400833811942,0.41194414788634565,1.3156139361740782,0.2889014388707884,0.20131710837464076,0.3380828547651209,0.5785242144177052,0.38808381038705025,0.7748722363657229,0.4298242358057151,0.9380474917927134
5,Come,0.7071428571428572,0.429713373321631,-1.2533375915402656,0.3044403427858527,1.2793395323170296,0.2640559023012963,0.5328438876193887,0.29369298517065584,-0.11942892601833845,0.33324262112746045,-0.573440526154829,0.1329905005976337,-0.6610431688506868,0.254077994638681,-1.0146300966744437,0.3208140728381084,-1.0990188156141465,0.3837185033324125,-1.1479424006619559,0.11218113016806114,1.4141944498128813,0.2510479380010637,1.5243181954438936,0.3383073889106138,1.5535566556003668,0.40840794277225484,-1.5422326689561365,0.17966027295929063,0.6240230529767569,0.28211545441794117,1.0516502125483738,0.3499697519083239,1.1593400833811942,0.39837430258877954,1.2583047670603775,0.28855237664158645,0.24497866312686414,0.3478250702785845,0.6066051085945269,0.3837185033324125,0.7531512809621944,0.40173258319314115,0.8779167845170952
6,Come,0.7253521126760564,0.4272354620789839,-1.2448263881552508,0.29757629680903386,1.2793395323170296,0.2602339410823439,0.5028432109278609,0.29991495669572216,-0.15264932839526515,0.339982853138651,-0.6066051085945269,0.14113844193796174,-0.7568345055586883,0.2659160353591186,-1.0303768265243125,0.3416989861279262,-1.0847643974548002,0.40789657818708674,-1.1071487177940904,0.12657226190662071,1.4352686128093959,0.2624720190492769,1.5273454314033659,0.3477322067098057,1.570796,0.4053792906461338,-1.5145177905061347,0.18612027430489098,0.6986598247214632,0.2884827642470252,1.0541011880326194,0.3525581846787647,1.1722738811284763,0.3915146520169633,1.2904966704564456,0.2850263989424637,0.28379410920832787,0.352604267704212,0.6014547068602731,0.3911825080318172,0.7544801838344056,0.39350162854475046,0.8983178241500509
7,Come,0.75,0.4204133737695444,-1.2578950989145121,0.3167744004196767,1.3078015951139772,0.2794582004757577,0.5295895987820763,0.3020689900345357,-0.11710874456686428,0.3311926649472764,-0.5830765350191446,0.1539559097447341,-0.7583777142101835,0.2905668008289051,-1.0164888305933455,0.36055512754639896,-1.0779599298012958,0.41041796570617434,-1.09432890732119,0.13644015887933178,1.4410937896389846,0.2882953118786552,1.5503909961083586,0.364753317598294,-1.5546686929512603,0.4006914439041506,-1.512040504079174,0.19205679667428835,0.6986598247214632,0.3131489800989686,1.0819439724671487,0.3746740221010395,1.1844591119735823,0.3832117052918195,1.2587542052323633,0.29820686719144884,0.25933174440068485,0.36721150670620256,0.6146629519221656,0.40365972857171206,0.7544801838344056,0.4000864958383989,0.8478169733934057
8,Come,0.7761194029850746,0.4236918763222262,-1.2006254989526801,0.3261186887285837,1.3521273809209546,0.2780865485028416,0.5585993153435624,0.31016873376165555,-0.15264932839526515,0.33856362796691775,-0.6121524969450833,0.16305934436429184,-0.8621700546672264,0.32956416669506816,-1.1071487177940904,0.3747189502446591,-1.1493771199070923,0.3533321354511135,-1.1220729827841756,0.15508436688082777,1.4181469983996315,0.3421377662250053,1.5363272257953886,0.39503733675192654,1.5558720618048116,0.3596208052829834,1.570796,0.21693234271990885,0.7469555733762603,0.35865304032808254,1.1292039644876053,0.3909247859097262,1.1678847359413809,0.3374840054188154,1.0993363767339894,0.3188437507798642,0.3392926144540447,0.3977991028570054,0.6909432280024016,0.4210586909717872,0.7952988299854369,0.38771091720206946,0.7961504371885496
9,Come,0.7611940298507462,0.4289423473808418,-1.187719261257889,0.3447163139372712,1.3801574208808012,0.273410265871236,0.6000502134017536,0.3049312623414882,-0.11710874456686428,0.3376367716389382,-0.5977583915930821,0.17261369181164707,-0.8584387287005677,0.36382624225818605,-1.1144478582377877,0.37710387729858313,-1.1141908549024027,0.30348237425089303,-1.0370881351556351,0.1613151170714285,1.460139105621001,0.38602162366261283,1.5554129250143014,0.3978521317761352,1.570796,0.31477486525594295,-1.5519306407732258,0.21418326518670097,0.7657928325402437,0.3805014878137678,1.1700028782196619,0.402478218667937,1.1930296688550752,0.3213709174344149,1.0906212971913698,0.3155580276737341,0.34555558058171215,0.403877538729935,0.722979353401491,0.4199704469419896,0.8053954973705989,0.3737225538412786,0.7741626811394856
