,Label,size_ratio_0,dist_0_0,angle_0_0,distC_0_0,angleC_0_0,dist_4_0,angle_4_0,distC_4_0,angleC_4_0,dist_8_0,angle_8_0,distC_8_0,angleC_8_0,dist_20_0,angle_20_0,distC_20_0,angleC_20_0,size_ratio_1,dist_0_1,angle_0_1,distC_0_1,angleC_0_1,dist_4_1,angle_4_1,distC_4_1,angleC_4_1,dist_8_1,angle_8_1,distC_8_1,angleC_8_1,dist_20_1,angle_20_1,distC_20_1,angleC_20_1,size_ratio_2,dist_0_2,angle_0_2,distC_0_2,angleC_0_2,dist_4_2,angle_4_2,distC_4_2,angleC_4_2,dist_8_2,angle_8_2,distC_8_2,angleC_8_2,dist_20_2,angle_20_2,distC_20_2,angleC_20_2
0,Doctor Strange,0.9938650306748468,0.4806284741275737,-0.8366353308008672,2.3910172785615478,0.9691650870424948,0.2369419344846878,0.7983844463176208,2.0897306143334498,0.7633104453058347,0.3537775832077592,-1.4845907531191178,2.1217911335057864,0.636938446651984,0.3641167303434979,0.2536740961386427,2.649788163684814,0.6993639791167007,0.5909090909090909,0.4988975045612822,-1.040839822874267,0.1014145691113909,-1.0303768265243125,0.1571348402636772,-0.2516899717581867,0.3015597940991556,-0.1011033717362985,0.3980602580886858,-0.8704637033660931,0.2373608190773342,-0.4964227534048818,0.3870065531531278,-1.559560844536934,0.7361678940860825,1.0516502125483738,0.621301775147929,0.4857646149658627,-1.0747526484287186,0.727827406597729,-1.340891898662992,0.3307296551331915,0.6343828204760888,0.4428085613647111,-1.112224816327389,0.277209937350625,-1.1801892830972098,0.5494999403172208,1.4146699609515545,0.4070812594818766,1.2178059389679865,0.5743819428555204,1.5007357441564413
1,Doctor Strange,0.569060773480663,0.4918051056386169,-1.0940490304743131,0.0144054405217054,-0.0,0.3398110123215498,0.7454194762741583,0.0203723693577548,-0.7853981633974483,0.3113782611061808,-1.273431181570973,0.083860067685825,1.3397056595989996,0.3692404133112021,1.2120256565243244,0.0107371814174545,1.1071487177940904,0.6666666666666666,0.4760666735842993,-1.0721435675293898,0.3537078475147134,0.960070362405688,0.2871848013008152,0.2624593998262764,0.4678977671564212,1.338692488719741,0.3987746194460144,-0.844153986113171,0.3729276120852123,-1.5263811115479855,0.3436078935289952,1.02624461863886,0.4032613757046655,0.9457736073733992,0.6521739130434783,0.4920196889020624,-1.026145540069879,0.0345726960217718,-0.3587706702705722,0.2836254511417312,0.2449786631268641,0.0057225133624956,-0.7853981633974483,0.3955163453280853,-0.8433043686455556,0.0057225133624956,-0.7853981633974483,0.3439463803443585,1.0808390005411683,0.0202321400202563,-0.9272952180016122
2,Doctor Strange,0.6572769953051644,0.4812832308606382,-1.05973901489685,0.0877267238750793,0.1798534997924782,0.2786342170117435,0.1697782739683384,0.1017781238684229,0.4808872801953358,0.3964238545187049,-0.8976009783947028,0.117566902804363,0.4487233440107211,0.353637729647353,0.982793723247329,0.1400333965615526,0.1973955598498807,0.611353711790393,0.4733423389436241,-1.1317916155887042,0.1084945842179467,-0.2782996590051113,0.262101110243112,0.099668652491162,0.1280368799328959,0.1460122577112754,0.3916438152908222,-0.9748783212785956,0.1446807676736614,0.2074962264352026,0.3555281202736657,0.9042385079652135,0.1602059306907238,-0.0,0.6371681415929203,0.4706177743259409,-1.1106948022211292,0.0134546735525431,0.5880026035475675,0.2690934710508623,0.0554985052457168,0.0118005293364161,-1.2490457723982544,0.3926048701693027,-0.9406024172503468,0.0105547143066827,0.7853981633974483,0.3500801604697497,0.9443511332261412,0.0118005293364161,-0.3217505543966422
3,Doctor Strange,0.6462882096069869,0.4453600241901836,-1.2438374861591823,0.2084050025804197,-0.4951332634684041,0.2716204304080942,-0.0405183524783469,0.2473614884444048,-0.270153199711405,0.3887758750413798,-1.0902726829471692,0.2992132171726752,-0.1973955598498807,0.3661109923591599,0.7357934995319935,0.3391626057196883,-0.3764903344465228,0.6379310344827587,0.4327991772472577,-1.3421095011226725,0.1475645657925393,-0.9075933340888034,0.2724205806185713,-0.1607627406258347,0.1564261894864042,-0.5364354576047312,0.3974917396327538,-1.1767084418596594,0.1821300362243337,-0.49934672168013,0.3555274201253939,0.7130608328588534,0.1826007040344621,-0.7431697612844465,0.6282051282051282,0.4353435385937166,-1.33589796738708,0.0228866810663987,-1.2490457723982544,0.2747593484035208,-0.2258116815433553,0.0036187020125835,-0.0,0.4112125848708083,-1.1347007990418492,0.0211004773571546,0.5404195002705842,0.3634949696237799,0.7572365964095559,0.0,1.570796
4,Doctor Strange,0.6455696202531646,0.4261253917936333,-1.4288992721907328,0.1199516519423115,-1.2397002500907646,0.2803158818930149,-0.2296424422851346,0.1229010869442688,-0.9907935525872156,0.3943129101234193,-1.183612252613574,0.1454703666920297,-0.8198672643969563,0.3346501923092929,0.6350267353903137,0.1763207147379486,-1.044169055361146,0.635593220338983,0.4268592374948828,-1.4194208830608703,0.0035760841603833,0.0,0.2750099398777464,-0.2229002323283757,0.0071521683207666,1.570796,0.3972029939785133,-1.2120256565243244,0.0035760841603833,-0.0,0.3434716674367504,0.6747409422235527,0.015172040159405,-0.7853981633974483,0.6271186440677966,0.4251136900695343,-1.4862525712818986,0.122105666594278,1.5413930385908916,0.2725641889783066,-0.2258116815433553,0.1253860019481284,-1.3397056595989996,0.4052649635999261,-1.2462446592761618,0.1169302373741331,-1.2587542052323633,0.3267498491469058,0.6215266244966219,0.1487490795258707,-1.4254863161591944
5,Doctor Strange,0.7395348837209302,0.4043127500104269,1.5245330643705397,0.1878024695576498,0.9551764373657868,0.3014986945482671,-0.1243549945467614,0.2294317750219039,1.2387368592520112,0.3713361370363658,-1.2426764317795913,0.2422403567879325,1.4157995848709557,0.3363589735724804,0.4984594104666788,0.2305869973050398,1.4243121484013357,0.7488584474885844,0.4033901250451677,1.4891599846658266,0.1480149950395652,0.9964914966201948,0.3034505508285688,-0.1572280509765689,0.1287566538581221,0.9670469933974604,0.3848841109802718,-1.252048766374252,0.1176991073555353,0.9397169393235674,0.3401282753285088,0.492485765871925,0.1258711312658635,1.120135000714263,0.7363636363636363,0.4034342951221197,1.507245655369439,0.0186633337247688,-1.373400766945016,0.3029338704300092,-0.206873948979743,0.0036601808788957,1.570796,0.4005850177744489,-1.2259285040139614,0.0197106772567762,0.3805063771123649,0.3446211424842763,0.5349550737860964,0.0081844132551559,0.4636476090008061
6,Doctor Strange,0.7235023041474654,0.4072340640550115,1.5341155390382448,0.1195328571304097,0.6747409422235527,0.2973063904442533,-0.1259126256857982,0.1426598606725462,0.8224182792713783,0.3972710725817603,-1.1955255039389392,0.1458009284288496,0.6947382761967033,0.34000178754575,0.5423027372156047,0.1419251268916172,0.6171913915403622,0.7096774193548387,0.4107344339445357,1.4975331930556572,0.0191626121865401,-0.1973955598498807,0.2928664864742895,-0.1546005454312008,0.0118841475829671,1.2490457723982544,0.3998799339609751,-1.1955255039389392,0.0053147523700308,-0.7853981633974483,0.3351666740379129,0.5288815507531247,0.0084033613445378,0.4636476090008061,0.6422018348623854,0.4209977903778229,-1.5341155390382448,0.0901071672570232,0.8156919233162234,0.2673289206251989,0.0867383386759851,0.1555921809166831,1.0516502125483738,0.4350421416118779,-1.0912770348023004,0.1698736021305033,0.3720677588581205,0.336575221082886,0.6389139850038872,0.1404976385461403,0.2782996590051113
7,Doctor Strange,0.7214611872146118,0.4121733495411752,-1.417463938396574,0.1448463302126474,-0.076771891269778,0.2936886100228983,-0.0883767861448488,0.2380644151327229,-0.2676163047847618,0.3592549331035061,-1.3208177053340742,0.0891817064029505,0.0831412318884412,0.3399772119246266,0.575918599618353,0.166802595695483,-0.0444152152469108,0.7363636363636363,0.4063460214107416,-1.435268612809396,0.0183009043944789,0.6435011087932844,0.2997104867436266,-0.1470783553884025,0.0163688265103118,-0.4636476090008061,0.3561113354148879,-1.3532422076608883,0.0081844132551559,-1.1071487177940904,0.3625242406926182,0.6132073488745093,0.0163688265103118,1.1071487177940904,0.7272727272727273,0.4155101065541591,-1.338692488719741,0.0724102426680317,-0.418224329579229,0.2968528619057287,-0.1366431624910871,0.1060978640536969,-0.2449786631268641,0.4060688265453184,-1.1111972786701187,0.2141292865335131,-0.2074962264352026,0.3657277084891938,0.6857295109062863,0.1317758128977577,-0.4012287990048487
8,Doctor Strange,0.652542372881356,0.4507279604744953,-1.1917519369450038,0.1185996806455728,-0.8913825213870482,0.276540391667189,-0.1546005454312008,0.185954717075148,-0.73139666302148,0.40475813050505,-1.0875433869368858,0.2072819302781985,-0.6640461628266846,0.3564531985948442,0.7572365964095559,0.216319059320663,-0.7157435896688801,0.6270491803278688,0.4632494319138939,-1.154094066055498,0.0987595619777767,-1.39408747072486,0.2677200045643446,-0.0519013984581729,0.0931689374265886,-1.1071487177940904,0.4099697922706953,-1.0957855705298,0.1328996100354689,-1.2242574623609548,0.336373700310793,0.7926973038411455,0.1258164008103952,-1.082462375738491,0.6302521008403361,0.4645118431220966,-1.1448021458062758,0.0128163003962753,0.982793723247329,0.2668083538141481,-0.03997868712329,0.0146560002136396,-0.2449786631268641,0.4056765161587005,-1.0679531158670357,0.0181249858398603,-1.373400766945016,0.3418706898577986,0.7706933410195969,0.0128163003962753,-0.5880026035475675
9,Doctor Strange,0.6443514644351465,0.4613948295257428,-1.1548939744667663,0.0990447590476926,-1.2827408797442708,0.2713934246345039,-0.0648440275532067,0.1101613906797057,-1.2793395323170296,0.3669013138345872,-1.0599734448370737,0.0676543565933129,-1.4141944498128811,0.3459198628008213,0.8213538837180479,0.1203061522576433,-1.3045442776439713,0.6596638655462185,0.4627781121878451,-1.1240962476004954,0.0078425704152414,0.4636476090008061,0.2776314234949327,-0.0632068318974602,0.0140292164534468,0.0,0.3717907795355852,-1.0902726829471692,0.0105219123400851,1.570796,0.349905224132608,0.820844303656163,0.004960077044483,-0.7853981633974483,0.6129032258064516,0.4649699451839409,-1.160079363680225,0.1463838575006222,1.40564764938027,0.2631066939003816,-0.1178721031972163,0.1809398266757719,1.321209401357912,0.3859195602183864,-1.0991807589325688,0.1842731663827212,1.4209838702219992,0.3587470052377018,0.8736040677941312,0.1882078167865143,1.40564764938027
