,Label,Size_Ratio,0_dist,0_angle,0_distC,0_angleC,1_dist,1_angle,1_distC,1_angleC,2_dist,2_angle,2_distC,2_angleC,3_dist,3_angle,3_distC,3_angleC,4_dist,4_angle,4_distC,4_angleC,5_dist,5_angle,5_distC,5_angleC,6_dist,6_angle,6_distC,6_angleC,7_dist,7_angle,7_distC,7_angleC,8_dist,8_angle,8_distC,8_angleC,9_dist,9_angle,9_distC,9_angleC,10_dist,10_angle,10_distC,10_angleC,11_dist,11_angle,11_distC,11_angleC,12_dist,12_angle,12_distC,12_angleC,13_dist,13_angle,13_distC,13_angleC,14_dist,14_angle,14_distC,14_angleC,15_dist,15_angle,15_distC,15_angleC,16_dist,16_angle,16_distC,16_angleC,17_dist,17_angle,17_distC,17_angleC,18_dist,18_angle,18_distC,18_angleC,19_dist,19_angle,19_distC,19_angleC,20_dist,20_angle,20_distC,20_angleC
0,Stop,0.7251908396946565,0.41967207050006267,-1.332960399337446,2.711193280889296,1.0428859472760066,0.31925646835079696,1.3164282682416306,2.7237495440488244,0.9676910327236261,0.23997504898433503,0.6022873461349642,2.655001663817482,0.8942378656711717,0.2642125933950083,-0.18822150530477075,2.5544255210537172,0.829889331857034,0.3564979830016054,-0.5880026035475675,2.4733051204603917,0.7783311432394747,0.0791384139745644,-0.8960553845713439,2.407963696185578,0.8908450108805704,0.3190171456272451,-1.1938870564700756,2.2769470556634954,0.8026709175972261,0.41186481777629075,-1.087017209663688,2.28179730607293,0.758584667849613,0.4404940187152875,-0.9750117791718378,2.3224798767309505,0.7421107201129941,0.10135415523158545,0.9151007005533605,2.324813598501324,0.9230421867604944,0.339938129251838,1.5526165117219184,2.1607653851282587,0.829903169431583,0.40640446819220977,-1.4181469983996315,2.1629999308443137,0.7874183626693633,0.39482252209281316,-1.2688451649646473,2.219870272810243,0.7775243103733478,0.17402114101247904,0.28805544705062586,2.288356789655326,0.9678135704799592,0.3233569055751021,1.115695518226702,2.1097222510988236,0.8933106522141249,0.36871467004309366,1.3339475658479765,2.0933860925831347,0.852244027804845,0.3474382798182319,1.4817467441603989,2.139568056933754,0.8364784352422989,0.2657258921365695,-0.0,2.275638484576931,1.015939078037404,0.3412835360770432,0.5528412215925392,2.1115677585965793,0.9811703480500062,0.34545416174368965,0.747441718209134,2.086872550659136,0.9515795426824802,0.3110162016279756,0.8557046275160728,2.1159488997679956,0.9325521789203816
1,Stop,0.7083333333333334,0.42798087580849153,-1.264120007393214,0.10402311881766917,-1.373400766945016,0.28406626272490915,1.378095568132511,0.08840265211934598,-1.1760052070951352,0.20992704485570626,0.4346702151492448,0.08601653289127527,-1.2490457723982544,0.30182489277054964,-0.3930580191819325,0.08188529973162906,-1.4876550949064553,0.4087482654503509,-0.7736340002476896,0.08216717767274961,-1.1441688336680205,0.1491401172269688,-1.1479424006619559,0.07511070827192237,1.4801364395941514,0.3806292326093242,-1.24339611499467,0.10901556340075401,-1.5083775167989393,0.45317122795882686,-1.1205707305341817,0.13668240898102246,-1.4711276743037347,0.4413327162968869,-0.982793723247329,0.17888543819998318,-1.4181469983996315,0.17203306578255054,1.2490457723982544,0.0693487458784461,1.373400766945016,0.3876712748464096,1.5532542667374942,0.12920387617442872,1.570796,0.3454744580371599,-1.392703388563699,0.24490177339643088,-1.5430256902014756,0.27538727328803225,-1.2178059389679863,0.30113465580177834,-1.457645345204412,0.2310068437291653,0.7437555842988599,0.043008266445637634,1.2490457723982544,0.37886352721571825,1.2036224929766774,0.11069930108232666,1.3854483767992019,0.3002118712343964,1.3422996875030344,0.24631386528414084,1.460139105621001,0.2013825049372405,1.366778347202348,0.3264806202146194,-1.5499660067586796,0.3134739159065029,0.42483216291934245,0.015205718425394112,1.1071487177940904,0.4043692011850705,0.8329812666744317,0.06269478318130058,0.7086262721276703,0.3292310185626729,0.9025069079643125,0.161209302790994,1.0882830317724197,0.24527912612161407,0.7657928325402437,0.23605622921795807,1.3677511095414314
2,Stop,0.7142857142857143,0.43468999456801016,-1.2341215074081695,0.013676192793390503,-0.0,0.2844187807296823,1.4016951007935197,0.006838096396695251,-0.0,0.2110968093102386,0.4346702151492448,0.0,1.570796,0.29459420850621226,-0.3805063771123649,0.009670528665021017,-0.7853981633974483,0.40158900691861915,-0.7492693128846728,0.013676192793390503,1.570796,0.13486834226964894,-1.039072259536091,0.021623959473347287,1.2490457723982544,0.3619026583043028,-1.1832725210146178,0.030580896759413903,1.1071487177940904,0.45574771076996734,-1.087017209663688,0.015290448379706952,0.4636476090008061,0.46844703651215525,-0.982793723247329,0.024655107184850273,-0.982793723247329,0.1536671044072243,1.2068173702852525,0.020514289190085754,1.570796,0.37615746119422205,1.5526165117219184,0.013676192793390503,1.570796,0.36086753953553785,-1.3994172004053889,0.013676192793390503,1.570796,0.309230181201424,-1.2560386654035878,0.03419048198347626,1.570796,0.22326149118087824,0.6986598247214632,0.013676192793390503,1.570796,0.38348249442368526,1.1869787035063277,0.006838096396695251,-0.0,0.3218993478160222,1.356735643231075,0.020514289190085754,1.570796,0.22823267171063216,1.4204248987877621,0.028194193721730047,-1.3258176636680326,0.3124643437995396,0.4048917862850834,0.006838096396695251,1.570796,0.4020544825972305,0.8455664145524581,0.006838096396695251,0.0,0.34190481983476256,0.9272952180016122,0.013676192793390503,1.570796,0.2663348570040417,0.8398896196381795,0.027352385586781006,1.570796
3,Stop,0.7387387387387387,0.428506414701429,-1.2436982297891037,0.13938318157082083,1.4141944498128813,0.2544433177404491,1.2220253232109897,0.1170657266361445,1.1902899496825317,0.24087440257466058,0.12062366858010272,0.11037062553193124,1.1659045405098132,0.33716187617074556,-0.49248576587192505,0.12403473458920845,1.4536875822280324,0.3859572287314766,-0.8784618921218662,0.16962887849363273,-1.2220253232109897,0.23199116413407317,-0.8960553845713439,0.13478686149242908,0.9380474917927134,0.4266028875057562,-1.2060615125304834,0.12403473458920845,1.4536875822280324,0.41156808779349907,-1.1150225708181911,0.22753487351682294,-1.4108832036366774,0.3463798451297403,-0.9189272124893197,0.3098115518983795,-1.382574821490126,0.19578117992335645,-1.5337762109209665,0.14291713851010307,1.039072259536091,0.3696265490607289,-1.551190995937692,0.19685103040147742,1.460139105621001,0.27054586361898825,-1.4364748848419282,0.27621185761325373,-1.4920123658057527,0.14672409513952708,-1.2178059389679863,0.3433346884927218,-1.4438235371808177,0.23769259231865206,0.9151007005533605,0.1374867233858501,1.2490457723982544,0.3673466411154137,1.1866269624022971,0.2040544663955501,1.464060654145761,0.25975330097881005,1.169567527790048,0.2617669225938269,-1.4876550949064553,0.14672409513952708,0.9964914966201949,0.284914305927654,-1.4432867685796584,0.34064784694960176,0.5112307122777896,0.13123402026765163,1.460139105621001,0.4202788208017291,0.8097835725701669,0.18115466413867637,1.570796,0.3433346884927218,0.7704738984073634,0.21846982113355515,-1.4711276743037347,0.2734415493549318,0.5585993153435624,0.23469144319746219,-1.4157995848709557
4,Stop,0.7155963302752294,0.4366331219246924,-1.2220253232109897,0.01668289403912687,-0.4636476090008061,0.25245799721190904,1.2397002500907646,0.01668289403912687,-0.4636476090008061,0.2332027519519261,0.1283232276857948,0.026900358346198854,-0.5880026035475675,0.33407469278862567,-0.5136060047227489,0.026900358346198854,-0.5880026035475675,0.39850821180865426,-0.9048270894157868,0.01668289403912687,-0.4636476090008061,0.24359310517873994,-0.8721365020734334,0.014921634053165484,1.570796,0.4350366517824672,-1.1839206090638685,0.022382451079748227,1.570796,0.4437775247928537,-1.0996300624817867,0.007460817026582742,0.0,0.37903593999435364,-0.9391056924559273,0.007460817026582742,1.570796,0.20199395680598892,-1.4968572891369563,0.014921634053165484,1.570796,0.38860759665805644,-1.5131678993174227,0.010551188625377423,0.7853981633974483,0.2882811813512831,-1.3886280163221332,0.010551188625377423,0.7853981633974483,0.17045966897646114,-1.1659045405098132,0.007460817026582742,0.0,0.2421032251157897,0.982793723247329,0.010551188625377423,0.7853981633974483,0.38946608282211226,1.2187520124794793,0.0,1.570796,0.27605022998356143,1.240498971965643,0.007460817026582742,0.0,0.15362762531054858,1.0636978224025597,0.007460817026582742,1.570796,0.3378028581043998,0.5328438876193887,0.01668289403912687,1.1071487177940904,0.4442789684836601,0.8567056281827385,0.007460817026582742,1.570796,0.35889554425960213,0.8148014516014535,0.0,1.570796,0.2732126339213856,0.6107259643892086,0.010551188625377423,0.7853981633974483
5,Stop,0.7961165048543689,0.409036562944181,-1.3078015951139772,0.1993759374593074,1.2610933822524404,0.27856354052276655,1.1193432352423422,0.226599076103983,1.3339475658479765,0.2895315788720425,0.0787839609891438,0.21617508625345963,1.2490457723982544,0.3608518291179108,-0.5295895987820763,0.1998095210176956,1.4181469983996315,0.3858843217136687,-0.9391056924559273,0.2204038503894292,-1.5363272257953886,0.30844196363600285,-0.6632029927060933,0.23448203891468522,1.1361261116456518,0.4419187902296329,-1.0687061277729024,0.2431784377995449,1.3182420510168371,0.3454962809462573,-0.9888912086550111,0.3266115863956042,1.570796,0.2586974370380882,-0.702256931509007,0.3573171311619043,-1.5282687921751124,0.21617508625345963,-1.2490457723982544,0.22339383577362018,1.2597980461893556,0.3665623666100778,-1.4670039863378537,0.24495132959088753,1.446441332248135,0.2516890384280718,-1.4801364395941514,0.25111532207123866,-1.5102643070127895,0.14189785973087746,-1.299849476456476,0.2359536979573771,-1.5063694873693432,0.2190911296576721,0.982793723247329,0.23741623488282,1.442473099109102,0.3570748548557154,1.154731821071074,0.25836269792393074,1.5413930385908916,0.2570193819001966,0.9745971854974165,0.2685456599470089,-1.4288992721907328,0.15658768247204935,0.6823165548747481,0.25249005125967855,-1.4501726582147938,0.33635812921964053,0.4434483364197382,0.2431784377995449,1.5395564933646284,0.4246079705928003,0.747441718209134,0.26584664008944525,1.570796,0.3518665560559,0.5700404636997103,0.29022816728292494,-1.4659193880646628,0.2978799684848433,0.33787818824027843,0.2760670282671087,-1.4327903031373772
6,Stop,1.0252100840336134,0.25630288503230364,1.2924966677897853,0.31516444595012355,-1.148791296892679,0.29531255052253824,-1.205049025532552,0.2425690240966402,-1.0096329145065444,0.3486194892531693,-0.7615931372123784,0.14680859291620788,0.039978687123290044,0.35449551244300337,-0.4266274931268761,0.3262751907302689,0.9129077216126866,0.3586954423771866,-0.06548002492346482,0.566615864244946,1.0143923976059468,0.363699739387268,-1.2592494998922086,0.07650481517333722,1.0040671092713902,0.19715658206514325,-0.6375487981386927,0.45966598904411476,1.3258176636680326,0.21527164997871512,0.3045108832021125,0.5789680421255735,1.2618655828711551,0.3125316303496553,0.6923344346730304,0.6272077549838337,1.2372120052951034,0.2968822906616716,1.2490457723982544,0.1438472440098421,-1.3654009376051293,0.04730651854137463,0.12435499454676144,0.5413842614766572,1.494855690529002,0.21156118247473576,1.5152978215491797,0.6781390797358371,1.4056476493802699,0.3501960693218831,1.4194208830608703,0.7295735058445904,1.3765553306134928,0.3298956260967221,0.671963171590232,0.20494825499798028,-1.3397056595989996,0.2141491830744749,-0.16514867741462683,0.5518400650493759,1.5388922623098742,0.27696309445384126,-0.9357695914045828,0.6544996341060324,1.472019734727234,0.3729999166957715,-1.2341215074081695,0.6979546144474882,1.4443558295365069,0.3785431114733589,0.33155416187593817,0.2523772325625344,-1.5475447039844337,0.33773418964355945,-0.13944005709133772,0.5344718724829859,1.5268685597180067,0.34213993466727877,-0.5404195002705842,0.5891367531915614,1.481038152604946,0.3777692266046312,-0.8183532610117464,0.6208075083888935,1.4476136646536204
7,Stop,1.1111111111111112,0.04054331706802725,1.570796,0.2508375996389506,1.0951011079399045,0.23014260363589817,-0.05875582271572269,0.24744712731860008,0.960070362405688,0.3721995259280237,-0.05449145624073119,0.19326120329482457,0.9342881110069455,0.346270415668287,0.2970642123410428,0.16906557815912057,-1.5308176396716067,0.35144038184806864,0.908066818901905,0.2596038961842102,-0.8960553845713439,0.36294509886194803,-1.148791296892679,0.06374748137512626,-0.5585993153435624,0.1732011264384105,-0.3587706702705722,0.0302192043324788,-1.1071487177940904,0.22954663559974844,0.7437555842988599,0.039401021913521225,0.5404195002705842,0.35984969643896236,0.9723774333163594,0.05277557149845676,0.6947382761967033,0.30354886151697197,1.277207339386147,0.0865346320614034,-0.8960553845713439,0.07463592897510853,0.09065988720074511,0.10225528619630776,-1.4382447944982226,0.20816184744727023,-1.3415643935179014,0.14445285422812942,1.382574821490126,0.33813115631824114,-1.5308176396716067,0.16716437868438366,1.3258176636680326,0.314990815317737,0.6177557255662326,0.08810336338159229,-0.5667292175235064,0.24919394276986584,-0.21866894587394195,0.09411717702807827,-1.2036224929766774,0.315352998736582,-0.7853981633974483,0.1351443902267575,1.570796,0.391802210551511,-1.0067126057452396,0.17890687768391716,1.380808038876181,0.37658997360365665,0.16219883346338237,0.07704415628827851,-0.2662520491509253,0.39104397705530936,-0.3162861279121545,0.05812780013733524,-0.6202494859828215,0.4273640861111531,-0.6055446636049701,0.06410461291667297,-1.2490457723982544,0.46349797523001846,-0.775089250251205,0.09460107315873026,1.570796
8,Stop,1.8732394366197183,0.444450554780307,0.014924264990084988,1.761318747629829,0.06406315899547274,0.33223900142745383,-0.4547192748209694,1.3863294597156532,0.009569085907610575,0.22668443638670036,-1.2120256565243244,1.0291398857936933,-0.04513062505474905,0.25003299386328515,1.1902899496825317,0.914492014466314,-0.20450781545834348,0.3001685990530274,0.7853981633974483,0.95099919666809,-0.3636685902874557,0.15932656340216259,-1.5291537476963082,1.2146995268819063,0.2595471687833929,0.21235486490627445,0.6747409422235527,0.9909844368008622,0.07369181887434885,0.3105421511303813,0.348771003583907,0.8630357004930682,-0.13102791742689376,0.40220465905987174,0.23297923907710288,0.7613924308711937,-0.3189957404287853,0.048287888684190476,-1.2924966677897853,1.4642386146504687,0.26585475080075266,0.17359833995163643,0.11487660541689915,1.2210393472568744,0.10885758304474033,0.3183768778344923,-0.0,1.0427087469740906,-0.05091138145631956,0.4379691564050653,-0.0302937599187751,0.9053781722815162,-0.1916484966866772,0.07143799824665288,1.1902899496825317,1.6392807968790089,0.24105326621323217,0.176613297713305,-0.5984188934785372,1.419259766288714,0.13594867796821164,0.30919335040819945,-0.39644128321844135,1.247840193046495,0.03721685008347135,0.41949837012090513,-0.3217505543966422,1.1219130792200975,-0.0413964555495341,0.1931515547367619,1.2924966677897853,1.774854919930523,0.22231708534422967,0.23730411376735697,-1.1071487177940904,1.5900178053108258,0.15074638112042166,0.31455385342544356,-0.8301443948520639,1.452655077844351,0.09603395700247257,0.39268498293225007,-0.6536358969195218,1.328227502126165,0.049958395721942765
9,Stop,2.509433962264151,0.4712952695969925,0.1188403445677652,0.07019480024518629,0.09966865249116204,0.33131074011825973,-0.3217505543966422,0.07019480024518629,0.09966865249116204,0.1880672866884959,-1.0240074859056492,0.08639527095393713,0.24497866312686414,0.1971847918348157,1.1705556697609225,0.09318676959061471,0.2267988480538859,0.2542448676514343,0.6489955589965009,0.0950014250320633,0.2984989315861793,0.14816666731603909,-1.4288992721907328,0.08639527095393713,-0.24497866312686414,0.2182072441625509,0.6947382761967033,0.08751733446905836,-0.49934672168013006,0.33475321229638055,0.4076315054576269,0.0939687701779582,-0.7328151017865066,0.4375309252691569,0.2914567944778671,0.0939687701779582,-0.83798122500839,0.040727121302652075,-1.0303768265243125,0.08175315826159225,-0.348771003583907,0.1780741721075311,0.19739555984988078,0.0950014250320633,-0.628796286415433,0.33642498990353453,0.08314123188844122,0.09877777821069274,-0.7853981633974483,0.4623074394835268,0.07561314323682984,0.11455667389892167,-0.9151007005533605,0.08175315826159225,1.2220253232109897,0.07809069033918513,-0.4636476090008061,0.1717995187462073,-0.4636476090008061,0.09877777821069274,-0.7853981633974483,0.3100111889306125,-0.25044308961135187,0.11455667389892167,-0.9151007005533605,0.4179712558643855,-0.16789592325037456,0.13561724907855163,-0.9685089806599324,0.1966893518764419,1.2827408797442708,0.08525844154005748,-0.6107259643892086,0.21323191722160673,-1.0191413442663497,0.10910362208127546,-0.8760580505981934,0.2879842365131238,-0.6823165548747481,0.1259174546514156,-0.982793723247329,0.37182978762462293,-0.4888523543277479,0.13775870649700644,-1.039072259536091
