,Label,size_ratio,dist_0,angle_0,distC_0,angleC_0,dist_4,angle_4,distC_4,angleC_4,dist_8,angle_8,distC_8,angleC_8,dist_20,angle_20,distC_20,angleC_20
0,Stop,0.6731707317073171,0.43088147432110735,-1.314428634477097,2.1853891169223703,0.9684136154113182,0.28158011910307706,-0.1297025371559121,2.1123567697007952,0.6917949440046104,0.4163274312646431,-1.085413010952298,1.8462492066075078,0.5825315335159572,0.32047386682917034,0.7853981633974483,1.6111592783794457,0.801382592315814
1,Stop,0.6575342465753424,0.43501355548455983,-1.3045442776439713,0.027775958133625434,-1.2924966677897853,0.27684093149208244,-0.12435499454676144,0.015261285093799861,0.0,0.4026926561470771,-1.0986743443911198,0.012065105229395998,-1.2490457723982544,0.3156587557671019,0.7768513629648368,0.010791358179447059,0.7853981633974483
2,Stop,0.652542372881356,0.44446822974573996,-1.2288464998171864,0.07790771236273804,1.0460005551447893,0.2798222806340363,-0.21729343092302109,0.1260127462193472,-1.4010180528265581,0.4035429653680018,-1.1543577096033046,0.13134611046926828,1.5437758776076318,0.354238356729379,0.8350028272629032,0.1545984150110892,1.4094212163742053
3,Stop,0.6846153846153846,0.43455967312217203,-1.2513552371144752,0.07940494214488893,1.5308176396716067,0.2869837894711154,-0.17787526300607656,0.12043192080360954,-1.2490457723982544,0.382383201903248,-1.241171919374154,0.15080729002695115,1.422946961536141,0.3642388180890068,0.7237479927581892,0.13767978419692495,1.1174576309403337
4,Stop,0.6937269372693727,0.42980385157606255,-1.2847448850775784,0.021863372982724658,-0.982793723247329,0.2860292815771947,-0.08490179344972194,0.021863372982724658,-0.5880026035475675,0.3854694044460986,-1.2341215074081695,0.05590555335388112,-1.3521273809209546,0.35534125596455507,0.6400881527617461,0.02795277667694056,0.7086262721276703
5,Stop,0.6678966789667896,0.4341433437581552,-1.2915257943084246,0.006137106331399016,-0.0,0.28031531288692685,-0.08768665512950048,0.018411318994197047,-0.0,0.3914901449903972,-1.201934255976196,0.004339589503795139,0.7853981633974483,0.34986889101407415,0.6610431688506868,0.003068553165699508,0.0
6,Stop,0.6753731343283582,0.4361185152831269,-1.2535300472730704,0.030454478477859644,-0.41822432957922906,0.28276156796329777,-0.09858051363880303,0.044273334248147604,-0.21109333322274654,0.3941655088201562,-1.226716977795086,0.03525631971083364,-0.2662520491509253,0.36028917539627875,0.6881449651458825,0.047098740343778256,-0.4048917862850834
7,Stop,0.6417910447761194,0.4469753897624892,-1.2268272070715354,0.019860669614558714,-0.3217505543966422,0.2722614582941403,-0.12721621706788802,0.02010739546726831,-0.6747409422235527,0.4000335265217562,-1.1844591119735823,0.047103713878577966,0.0,0.3665490908958916,0.7551044034786732,0.05338420906238837,-0.4899573262537283
8,Stop,0.6490566037735849,0.445453700611896,-1.2378102901402916,0.01342923891792148,-0.7853981633974483,0.27311622364992477,-0.08121630645073759,0.00707783037053448,1.1071487177940904,0.3897436712082205,-1.20537176232948,0.010009563702186051,-0.3217505543966422,0.3628380551674126,0.7483780475235183,0.006330603936691048,0.0
9,Stop,0.6360153256704981,0.4478044916434859,-1.2399136061788436,0.016164647172818996,-0.9272952180016122,0.26957669217465036,-0.0960887155173669,0.010223420527821894,1.2490457723982544,0.39143820432505005,-1.181087755452031,0.013329709538874924,0.24497866312686414,0.3590880955643851,0.7535617899703337,0.016164647172818996,0.0
10,Stop,0.6307692307692307,0.44859339178676927,-1.2306992072851342,0.006506138183826905,1.570796,0.26835355448842035,-0.10931853388790005,0.006506138183826905,1.570796,0.38723821761614163,-1.2012099524220767,0.006506138183826905,-0.0,0.3589596285100897,0.7597627548757708,0.007274083625021991,-0.4636476090008061
11,Stop,0.6398467432950191,0.4449721432984701,-1.2536328961876517,0.013692350812928118,-0.7853981633974483,0.27300897919018496,-0.11848995915813776,0.013306573152921634,-0.24497866312686414,0.39374602697284494,-1.1842017448450477,0.009681954110206609,-0.0,0.3517036371588907,0.746456820300409,0.0232725213273595,-0.5880026035475675
12,Stop,0.6425855513307985,0.4393888018435507,-1.2904966704564456,0.020230939264148602,-0.3217505543966422,0.27341723341084617,-0.10548930852509064,0.03262140936754788,-0.19739555984988078,0.40332700083172973,-1.18881719669726,0.03339637273812606,0.2914567944778671,0.342450107501966,0.7126789348441943,0.04158430073150628,-0.39479111969976155
13,Stop,0.6577946768060836,0.4372349403067947,-1.2835148733977624,0.0,1.570796,0.2775333554107638,-0.09169615625986302,0.010045407413094674,0.3217505543966422,0.3954370513284017,-1.1574659222555688,0.01588318372485956,0.6435011087932844,0.3518187938450666,0.695894345045838,0.010045407413094674,0.3217505543966422
14,Stop,0.6481481481481481,0.43588158411786365,-1.2964143754640274,0.02241191941472683,-0.5880026035475675,0.27492836765459816,-0.10191836748087389,0.018647844145699494,-0.0,0.39476164252260887,-1.1917519369450038,0.032448201435249326,0.2914567944778671,0.34421426190950855,0.695894345045838,0.02197669508322329,-0.1418970546041639
15,Stop,0.650375939849624,0.43679865783643296,-1.2855592171451309,0.009965924960923682,-0.3217505543966422,0.2759859552669185,-0.11444030527006345,0.009454506560053016,0.0,0.3985497870537506,-1.1814796049617557,0.016971358665339935,0.3805063771123649,0.3551702416884332,0.7163258312333624,0.01409394624133083,-0.4636476090008061
16,Stop,0.6292134831460674,0.4424061164212068,-1.2875754476756884,0.003170006045682795,1.570796,0.26816077768213253,-0.11848995915813776,0.009510018137048385,-0.0,0.40088984859477284,-1.1814796049617557,0.0,1.570796,0.35249840062944054,0.7281359915500386,0.00634001209136559,0.0
17,Stop,0.6231343283582089,0.4466458816558509,-1.2535300472730704,0.010014380962435695,1.2490457723982544,0.2675358321040175,-0.10673567264913564,0.014162473375847489,-0.4636476090008061,0.39392302961856307,-1.1395115153789352,0.02553176197200585,0.12435499454676144,0.35383516226386524,0.7727406115633964,0.031349971218420376,-0.7853981633974483
18,Stop,0.6067415730337079,0.4468741578734393,-1.2875754476756884,0.019477134828574993,0.16514867741462683,0.26033043157103314,-0.08620557367577884,0.04494250978771758,-0.07130746478529032,0.40868128547527194,-1.1597317794050321,0.04162627613855923,0.39479111969976155,0.34868232373079433,0.7853981633974483,0.025616169931421063,-0.0
19,Stop,0.6428571428571429,0.44012022354617525,-1.2717691332398955,0.0031623250954005773,0.0,0.2745947233066616,-0.13863973713415806,0.0282846955210768,-0.4636476090008061,0.39911750004649676,-1.1461360442451232,0.015811625477002888,0.6435011087932844,0.35571589227061595,0.7539619820411739,0.0070711738802692,-0.4636476090008061
20,Stop,0.654275092936803,0.43713103549952825,-1.2895641248766014,0.034218798823768506,-0.0,0.2743859527806565,-0.06807645825799948,0.03641097923068146,-0.348771003583907,0.40205208254874264,-1.1902899496825317,0.057191360181906285,0.3906070436976868,0.34890917981907754,0.6970213772525995,0.0537007322153767,-0.17467219900823971
21,Stop,0.6654275092936803,0.4357648428415702,-1.2827408797442708,0.0030948926585271444,1.570796,0.28025444984157305,-0.11065722117389563,0.013130517515334034,-0.7853981633974483,0.3990851782783534,-1.1557215931002232,0.018046170211581662,0.5404195002705842,0.35386142443464724,0.692498638284034,0.0030948926585271444,-0.0
22,Stop,0.6498194945848376,0.43390390044222427,-1.324125617905494,0.015135609575937096,-0.6435011087932844,0.2730457255468817,-0.06656816377582381,0.028717800021009886,-0.3217505543966422,0.3895707149347528,-1.1801892830972098,0.036826527520693236,0.16514867741462683,0.34276057467757187,0.6664652690844591,0.030870707431130025,-0.19739555984988078
23,Stop,0.6666666666666666,0.4349825006295092,-1.2867219485356112,0.004310244728311738,-0.7853981633974483,0.27795230651354524,-0.0658387693026938,0.021551223641558686,0.1418970546041639,0.39223227027636803,-1.1801892830972098,0.01853906356674667,0.16514867741462683,0.3536633939960073,0.6693574141525441,0.012566414832898146,-0.24497866312686414
24,Stop,0.6436363636363637,0.4384962071095021,-1.2953702230988613,0.006115493091714721,1.570796,0.2732366452373115,-0.08964671632148652,0.009669443592421759,0.3217505543966422,0.39519525810931555,-1.1902899496825317,0.006115493091714721,-0.0,0.3496142411582505,0.692498638284034,0.006115493091714721,0.0
25,Stop,0.6185185185185185,0.4462830492648335,-1.2624378288744997,0.022931442068287736,-0.27829965900511133,0.2655066927354732,-0.08314123188844122,0.019921563841987087,0.3217505543966422,0.40828271846846764,-1.183126748420898,0.03792952753363903,0.08314123188844122,0.3566182508074667,0.7479157267057868,0.051276263286789754,-0.18534794999569476
